source_row;data_hora_brt;id_midia;legenda;impressoes;alcance;curtidas;comentarios;compartilhamentos;salvamentos;visitas_perfil;seguidores_gerados;toques_link_externo;interacoes_calculadas;origem;source_blob_sha;status_validacao
183;2025-05-13T09:01:31-03:00;18058160176949896;"CONVITE ESPECIAL 

Participe do 1º I.A.R.V. – Senac Infinite, o primeiro evento de inteligência artificial promovido pelo Senac Rio Verde!

Data: Sexta-feira, 23 de maio
Horário: A partir das 18h (credenciamento)
Local: Auditório Senac Rio Verde
Evento gratuito – Vagas limitadas!

Programação:
	•	Palestra 1: Inteligência Artificial para Negócios
	•	Palestra 2: Crie sua Própria Ferramenta de IA

Inscreva-se agora pelo link:
[https://forms.office.com/r/EHgHiAigct

🌟Não perca essa oportunidade de mergulhar no universo da tecnologia e inovação!";1007;730;25;2;19;2;27;1;13;48;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
184;2025-05-12T10:04:16-03:00;18069301804780914;HOJE TEMOS O PRAZER DE ANUNCIAR A CHEGADA DA NOSSA NOVA ASSOCIADA, A DRA. ANA PAULA FRANCO, cirurgiã-dentista, com atuação clínica e foco em reabilitação oral e estética. Segundo a Dra Ana Paula, aqui ao lado da nossa Rakilândia Medeiros, ela trabalha com facetas dentárias em resina e porcelana, realiza Tratamento Endodôntico (canal) e Próteses Dentárias, devolvendo a função mastigatória, estética e qualidade de vida às pessoas. “Minha missão clínica é transformar sorrisos com saúde, equilíbrio estético e funcionalidade, sempre respeitando as necessidades individuais de cada paciente”, destaca Ana Paula, que é Sócia Proprietária da Dental Ellus (venda de produtos odontológicos e equipamentos para consultórios odontológicos e médicos). Quer saber mais? Https://wa.me/5564993144017 o Fone é o 64 9314-4017. PARABÉNS, E SEJA BEM-VINDA À ACIRV, DRA. ANA PAULA FRANCO!!! 👏👏;660;539;19;1;0;0;2;0;;20;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
185;2025-05-08T08:25:56-03:00;18015385883709674;"E VEM AÍ NOSSO CAFÉ ENTRE AMIGOS DE MAIO, onde teremos muito networking e a palestra “QUANDO A CULTURA ENCONTRA A DIVERSIDADE DE GERAÇÕES”, com o CEO e Founder da Simple Agro Corporation, Luiz Eduardo Bueno Borges. A palestra desafia os modelos tradicionais de liderança e mostra como a imprevisibilidade geracional exige líderes com leitura de contexto, sensibilidade cultural e resiliência emocional. JÁ MARQUE AÍ: 22 de maio, às 07h30, na ACIRV. ✨🚀✨

Faça sua inscrição pelo link abaixo:

https://doity.com.br/palestra-liderar-sem-manual";4746;2501;66;0;29;2;6;2;2;97;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
186;2025-05-07T08:25:24-03:00;17997305438783827;"Vem aí o 2º Congresso Regional da Mulher Empreendedora, um evento pensado para fortalecer, capacitar e impulsionar o protagonismo feminino no Sudoeste Goiano.

Nesta edição, teremos uma programação intensa com palestras, oficinas práticas, rodas de conversa e workshops voltados para o desenvolvimento pessoal e profissional da mulher empreendedora.

E sabe quem estará conosco?
Mariana Perdomo, empresária referência no setor de confeitaria e gestão de negócios, vai compartilhar sua trajetória, desafios e estratégias que a tornaram um dos grandes nomes do empreendedorismo feminino em Goiás. 

Além dela, teremos outras convidadas incríveis, cada uma trazendo temas que fazem a diferença no dia a dia de quem empreende ou quer empreender.

Reserve essa data e venha fazer parte de um movimento que conecta, fortalece e transforma!

Data: 24 e 25 de junho 
Local: UniRV 

Em breve, abriremos as inscrições com toda programação! 

Fique atenta!

#CongressoACIRVMulher #acirv #EmpreendedorismoFeminino #MulheresQueInspiram #SudoesteGoiano #ACIRVMulher2025 #MulheresDeNegócio";1614;1203;78;9;27;4;6;1;1;118;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
187;2025-05-06T15:42:45-03:00;18503339866032810;E OLHA SÓ QUEM É A NOSSA NOVA ASSOCIADA! Ela mesmo, a MARIANA DUARTE SEMIJOIAS! E nossa alegria é ainda maior nesta semana que antecede o Dia das Mães, uma data cheia de amor, carinho e gratidão. Para tornar esse momento ainda mais especial, a MARIANA DUARTE SEMIJOIAS, aqui ao lado da nossa Rakilândia Medeiros, oferece peças únicas e cheias de significado. Com joias banhadas a ouro 18k e prata 925, a marca se destaca pela alta qualidade e pelo cuidado em cada detalhe. Além da beleza das peças, o grande diferencial está no atendimento personalizado, pensado para ajudar você a escolher o presente ideal que represente todo o amor por quem sempre esteve ao seu lado. Surpreenda sua mãe com um presente à altura do que ela merece. Quer saber mais? https://www.instagram.com/mduartesemijoias/. Fone: 64 9207-0762. PARABÉNS, E SEJA BEM-VINDA À ACIRV, MARIANA DUARTE SEMIJOIAS!!! 👏👏;1021;857;37;10;1;0;0;0;;48;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
188;2025-05-05T08:51:30-03:00;17964976694864314;NOSSOS AGRADECIMENTOS À IMPRENSA de Rio Verde, que tanto tem auxiliado na divulgação das nossas atividades. E o abraço especial de hoje vai para o JORNAL FOLHA DA CIDADE, do estimado amigo Jesus Catarino, que destacou em seu periódico a criação do “CONSELHO EMPREGA ACIRV”. Uma ação inovadora da nossa Associação e que visa fomentar a geração de empregos e apoiar empresários no preenchimento de vagas em Rio Verde. BRIGADUUU JORNAL FOLHA DA CIDADE! 🌟🚀🚀;540;464;8;0;0;0;1;0;;8;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
189;2025-04-30T23:34:04-03:00;18041743004445884;;196;181;1;0;0;0;0;0;;1;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
190;2025-04-30T09:52:24-03:00;17933412192034618;QUER IMPULSIONAR SEU NEGÓCIO RURAL E TRANSFORMAR SEU SONHO EM REALIDADE? HORA então de entrar em contato com nossa nova Associada, a SONHAGRO! A empresa, explica Marcelo Oliveira, (aqui ao lado da nossa Rakilândia Medeiros e de seu sócio, Guilherme Foleis), oferece as melhores soluções de crédito para produtores rurais, facilitando o acesso a recursos. 1ª Franquia de crédito rural do País, a SONHAGRO atua em 23 estados, tem uma linha de crédito especial para MEI e Microempresas e contribui para o crescimento das propriedades rurais e da geração de empregos. Quer saber mais? https://www.instagram.com/p/DHd-HCYAXCR/ ou ligue 64 981132000. A SONHAGRO fica na Rua Urcesino Gusmão, Nº 241, Centro. PARABÉNS, E SEJA BEM-VINDA À ACIRV, SONHAGRO!!! 👏👏;1427;1288;26;3;2;0;3;0;;31;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
191;2025-04-29T15:55:42-03:00;18159547360359104;"O Presidente da Associação Comercial, Industrial e Serviços de Rio Verde (ACIRV), Eduardo Lôbo, participou da reunião do Conselho do Sicredi Cerrado, onde ministrou palestra com o tema “A Força da União: Como a Sociedade Organizada Impulsiona Rio Verde”. 

Em sua fala, destacou o papel fundamental da sociedade civil organizada e sua contribuição para o desenvolvimento de um município, utilizando-se de experiências adquiridas nas entidades pelas quais passou, além disso, citou o exemplo da ACIRV nas ações voltadas a defesas de demandas da classe empresarial, bem como da participação da entidade no desenvolvimento econômico e social do município, além de apresentar as iniciativas do CODERV, voltadas ao desenvolvimento estratégico do município. 

Eduardo ressaltou ainda a importância do associativismo e da atuação da sociedade civil organizada como pilares essenciais para o crescimento sustentável de Rio Verde, reforçando que a união de esforços entre instituições e cidadãos é o caminho para uma cidade, estado e país, mais forte e próspero.";416;365;10;0;1;0;0;0;;11;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
192;2025-04-29T09:50:56-03:00;17890986390124586;QUER TORNAR SEU NEGÓCIO RURAL MAIS PRÓSPERO, SUSTENTÁVEL E INOVADOR? CONTE com o apoio da nossa nova associada APORTE RURAL! Sob a liderança do Eng. Agrônomo Artur Pagnoncelli (na foto ao lado da Rakilândia Medeiros), a APORTE RURAL se destaca na elaboração de Laudos Técnicos Extrajudiciais e Judiciais no meio rural, além de desenvolver projetos personalizados para financiamento agropecuário. Com foco em agilidade, precisão técnica e experiência de campo, a empresa entrega soluções eficazes para quem quer gerir sua propriedade com mais segurança e visão estratégica. “Aqui na APORTE RURAL, você encontra as melhores opções de crédito rural para fazer uma gestão de verdade!”, garante Artur. Quer saber mais? Entre em contato e descubra como a APORTE RURAL pode te ajudar a crescer no campo! 📲 https://www.instagram.com/aporteruraloficial/ Fone: 64 9986-9004. PARABÉNS, E SEJA BEM-VINDO À ACIRV, APORTE RURAL!!! 👏👏;610;539;18;2;3;0;1;0;;23;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
193;2025-04-28T15:27:40-03:00;18048527441102405;"EM SUA 2ª EDIÇÃO, O CONECTA ACIRV REUNE EMPRESÁRIOS E FOMENTA NOVAS PARCERIAS E OPORTUNIDADES DE NEGÓCIOS 

Realizado na sede da Associação no sábado pela manhã, o CONECTA ACIRV reuniu empresários de vários ramos de atividades, que estabeleceram conexões entre si, apresentando seus produtos, serviços e diferenciais competitivos, fechando negócios e movimentando assim a economia local. 

Diretora Geral do Projeto, Ádria Rocha explicou detalhes do evento: “A metodologia de troca de mesas trouxe novas conexões e oportunidades valiosas para todos os participantes. Foi um evento de colaboração e crescimento, onde juntos, conseguimos impulsionar ainda mais o empreendedorismo local!”

Presente, o vice-presidente de Comércio da ACIRV, José Carlos Cintra parabenizou a coordenadora Ádria Rocha e sua equipe pela organização e importância da iniciativa, onde os empresários puderam interagir diretamente entre si. Também presentes o Diretor Raphael Valongo, a Gerente Executiva Janaine Marquez e a Gestora Comercial Rakilândia Medeiros, dentre outros. 

Além de Ádria, a Diretoria do CONECTA ACIRV conta com as coordenadoras Fernanda Corrêa (Conteúdo), Mariana Duarte(Networking), Lara Dutra (Marketing) e Samara Guimarães (Logística).";1775;1626;39;4;1;0;1;0;;44;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
194;2025-04-24T10:48:04-03:00;17966298875884828;"📡 As melhores conexões não precisam de Wi-Fi!

🤝 Quem faz negócios sabe: grandes parcerias começam com um bom aperto de mão.

✨ No Conecta ACIRV, o foco é gente conectando com gente — olho no olho, ideia por ideia.

🗓️ 26 de abril | 🕢 A partir de 7h30
🔐 Exclusivo para associados

📬 Confirme sua participação e prepare seus cartões de visita!

https://forms.gle/EECQAG1XveGkito56";344;306;15;1;1;0;2;0;1;17;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
195;2025-04-24T08:26:58-03:00;18031993658639776;"Participe da oficina ""Faça Sucesso na era da Inteligência Artificial"" e saiba quais as possíveis aplicações da Inteligência Artificial no dia a dia do seu Negócio.

Inscrições GRATUITAS, com vagas limitadas. Contamos com a sua presença.
LINK DE INSCRIÇÃO: https://beevent.sebraego.com.br/inscreva-se/173770063

🗓️ Data: 08/05/2025
 ⏰ Horário: 19:00
 📍 Local: ACIRV- Rua Dona Maricota. 199, Jardim Marconal.
Realização: Sebrae e ACIRV.";1137;747;12;0;10;2;9;1;1;24;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
196;2025-04-24T08:17:52-03:00;18472811317067913;;671;526;4;0;1;0;4;0;;5;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
197;2025-04-23T09:07:16-03:00;17854796541378052;AMIGO EMPRESÁRIO, ESTÁ  COM ansiedade, procrastinação, insônia, depressão leve, fobias, vícios, compulsões ou apresenta sintomas/comportamentos prejudiciais com fundo emocional? HORA então de procurar nossa nova associada, a Hipnoterapeuta GEOVANA COELHO! Conforme a Geovana, aqui ao lado da nossa Rakilândia Medeiros, a Hipnoterapia trabalha no inconsciente da pessoa, atualizando referências e promovendo mudanças em padrões de pensamento e comportamento. A Geovana atua nas áreas de gestão emocional e também financeira, que são imprescindíveis para garantir o bem-estar e qualidade de vida das pessoas. Ela é terapeuta há 6 anos, é especializada em Hipnoterapia com base em Neurociência e está finalizando a graduação em Gestão Financeira. Gostou? Fale agora com a Geovana, o fone é o 64 99258-6484. Instagram: @gecoelhos. PARABÉNS, E SEJA BEM-VINDA À ACIRV, GEOVANA COELHO!!! 👏👏;559;512;10;0;0;0;2;0;;10;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
198;2025-04-23T07:21:41-03:00;18054257560998901;"É HOJE!!! ATENÇÃO ASSOCIADO ACIRV: VACINE-SE COM DESCONTO!

A vacina Tetravalente ofertada apenas na rede particular exerce a cobertura mais completa do mercado incluindo as cepas contra H1N1, H3N2 + 2 tipos de influenza do tipo B. Os imunizantes são seguros e compostos por cepas inativas do vírus da influenza sendo atualizados anualmente, devido à mutação viral. De maneira geral, são indicados para todas as pessoas a partir dos 6 meses de idade.

✔ Não deixe de se vacinar contra a gripe. Imunize-se!

Mais informações no telefone: (64) 3613 - 2828

VACINA CONTRA A GRIPE
DIA 23 DE ABRIL
Das 8h às 17h30
Local: Sede da ACIRV

✔ Associados ACIRV terão desconto especial!

✔ Não deixe de se vacinar contra a gripe. Imunize-se!

Mais informações no telefone: (64) 3613 - 2828

#vacinas #influenza #acirv #rioverde #rioverdego #rioverdegoias";516;463;3;0;2;0;0;0;;5;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
199;2025-04-22T09:16:24-03:00;18062330615036634;E AÍ, SEU COLCHÃO ESTÁ TODO DETONADO? ENTÃO não perca tempo, procure agora mesmo a nossa mais nova Associada, a LORENA COLCHÕES! Segundo a sócia proprietária da loja, a Lorena Nogueira, aqui ao lado da nossa Rakilândia Medeiros, trocar de colchão não é só uma questão de conforto, é um investimento em sua saúde física e mental! E na LORENA COLCHÕES você vai encontrar colchões de marcas incríveis! Só lembrando: Um sono de qualidade melhora o humor, fortalece a imunidade e recarrega o corpo e a mente. Dormir bem, é cuidar de você! A loja fica na AV. Presidente Vargas, 632, em frente a Big Lar. Quer mais detalhes? Fale agora com a Lorena pelo WhatsApp: 64 9224-0660. instagram.com/lorena_colchoesrioverde/. PARABÉNS, E SEJA BEM-VINDA À ACIRV, LORENA COLCHÕES!! 👏👏;795;749;15;0;0;0;0;0;;15;000-Arquivos-originais/DADOS ACIRV - HD EXTERNO/Dados instagram - 100425 até 100426/logged_information/past_instagram_insights/posts.json;32e452c2d6101cea98aaccf47bb39ea37d0836bc;extraido_export_meta_sem_reconciliacao_com_totais_da_conta
